conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0222,Life Insurance,Group Life,Contributory group plan,md-lh-0222-obj-2,Identify Contributory group plan when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Contributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0222,Life Insurance,Group Life,Contributory group plan,md-lh-0222-obj-3,"Compare Contributory group plan with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Contributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0222,Life Insurance,Group Life,Contributory group plan,md-lh-0222-obj-4,"Determine whether Contributory group plan is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Contributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0222,Life Insurance,Group Life,Contributory group plan,md-lh-0222-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Contributory group plan.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Contributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0222,Life Insurance,Group Life,Contributory group plan,md-lh-0222-obj-6,"Apply Maryland-specific or federal rules that may affect Contributory group plan, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Contributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-1,Define Noncontributory group plan and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-2,Identify Noncontributory group plan when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-3,"Compare Noncontributory group plan with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-4,"Determine whether Noncontributory group plan is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Noncontributory group plan.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0223,Life Insurance,Group Life,Noncontributory group plan,md-lh-0223-obj-6,"Apply Maryland-specific or federal rules that may affect Noncontributory group plan, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncontributory group plan' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-1,Define Group eligibility period and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-2,Identify Group eligibility period when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-3,"Compare Group eligibility period with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-4,"Determine whether Group eligibility period is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Group eligibility period.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0224,Life Insurance,Group Life,Group eligibility period,md-lh-0224-obj-6,"Apply Maryland-specific or federal rules that may affect Group eligibility period, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group eligibility period' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-1,Define Group conversion privilege and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-2,Identify Group conversion privilege when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-3,"Compare Group conversion privilege with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-4,"Determine whether Group conversion privilege is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Group conversion privilege.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0225,Life Insurance,Group Life,Group conversion privilege,md-lh-0225-obj-6,"Apply Maryland-specific or federal rules that may affect Group conversion privilege, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group conversion privilege' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-1,Define Group life beneficiary and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-2,Identify Group life beneficiary when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-3,"Compare Group life beneficiary with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-4,"Determine whether Group life beneficiary is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Group life beneficiary.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0226,Life Insurance,Group Life,Group life beneficiary,md-lh-0226-obj-6,"Apply Maryland-specific or federal rules that may affect Group life beneficiary, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life beneficiary' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-1,Define Group life taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-2,Identify Group life taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-3,"Compare Group life taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-4,"Determine whether Group life taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Group life taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0227,Life Insurance,Group Life,Group life taxation,md-lh-0227-obj-6,"Apply Maryland-specific or federal rules that may affect Group life taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Group life taxation' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-1,Define Credit life insurance and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-2,Identify Credit life insurance when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-3,"Compare Credit life insurance with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-4,"Determine whether Credit life insurance is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Credit life insurance.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0228,Life Insurance,Group Life,Credit life insurance,md-lh-0228-obj-6,"Apply Maryland-specific or federal rules that may affect Credit life insurance, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Credit life insurance' under Life Insurance > Group Life. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-1,Define Life insurance death benefit taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-2,Identify Life insurance death benefit taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-3,"Compare Life insurance death benefit taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-4,"Determine whether Life insurance death benefit taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Life insurance death benefit taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0229,Life Insurance,Life Taxation,Life insurance death benefit taxation,md-lh-0229-obj-6,"Apply Maryland-specific or federal rules that may affect Life insurance death benefit taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Life insurance death benefit taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-1,Define Cash value taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-2,Identify Cash value taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-3,"Compare Cash value taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-4,"Determine whether Cash value taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Cash value taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0230,Life Insurance,Life Taxation,Cash value taxation,md-lh-0230-obj-6,"Apply Maryland-specific or federal rules that may affect Cash value taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cash value taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-1,Define Policy loan taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-2,Identify Policy loan taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-3,"Compare Policy loan taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-4,"Determine whether Policy loan taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Policy loan taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0231,Life Insurance,Life Taxation,Policy loan taxation,md-lh-0231-obj-6,"Apply Maryland-specific or federal rules that may affect Policy loan taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Policy loan taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
